frame.number,frame.time_epoch,eth.src,eth.dst,ip.ttl,ip.src,udp.srcport,ip.dst,udp.dstport,data
2863, 1473412679.333254000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 717 Price: 1606
2864, 1473412679.517325000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 717 Price: 1606
2865, 1473412679.576261000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 717 Price: 1606
2866, 1473412680.139962000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 718 Price: 1665
2867, 1473412680.372855000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 718 Price: 1665
2868, 1473412680.459443000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 718 Price: 1665
2869, 1473412680.519831000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 718 Price: 1665
2870, 1473412681.221937000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 719 Price: 1503
2871, 1473412681.324121000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 719 Price: 1503
2872, 1473412681.335103000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 719 Price: 1503
2873, 1473412681.362184000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 719 Price: 1503
2874, 1473412682.336998000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 720 Price: 1577
2875, 1473412682.467213000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 720 Price: 1577
2876, 1473412682.567728000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 720 Price: 1577
2877, 1473412682.574779000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 720 Price: 1577
2878, 1473412683.437031000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 721 Price: 1584
2879, 1473412683.449576000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 721 Price: 1584
2880, 1473412683.518039000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 721 Price: 1584
2881, 1473412683.596047000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 721 Price: 1584
2882, 1473412684.133624000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 722 Price: 1549
2883, 1473412684.257678000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 722 Price: 1549
2884, 1473412684.370778000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 722 Price: 1549
2885, 1473412684.532731000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 722 Price: 1549
2886, 1473412685.205261000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 723 Price: 1547
2887, 1473412685.219846000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 723 Price: 1547
2888, 1473412685.455570000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 723 Price: 1547
2889, 1473412685.495290000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 723 Price: 1547
2890, 1473412686.418258000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 724 Price: 1628
2891, 1473412686.439272000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 724 Price: 1628
2892, 1473412686.501765000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 724 Price: 1628
2893, 1473412686.600105000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 724 Price: 1628
2894, 1473412687.323708000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 725 Price: 1514
2895, 1473412687.378094000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 725 Price: 1514
2896, 1473412687.443433000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 725 Price: 1514
2897, 1473412687.559681000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 725 Price: 1514
2898, 1473412688.265706000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 726 Price: 1639
2899, 1473412688.340818000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 726 Price: 1639
2900, 1473412688.386708000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 726 Price: 1639
2901, 1473412688.405144000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 726 Price: 1639
2902, 1473412689.139695000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 727 Price: 1654
2903, 1473412689.501450000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 727 Price: 1654
2904, 1473412689.527503000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 727 Price: 1654
2905, 1473412689.596284000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 727 Price: 1654
2906, 1473412690.398578000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 728 Price: 1583
2907, 1473412690.518838000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 728 Price: 1583
2908, 1473412690.542215000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 728 Price: 1583
2909, 1473412690.601920000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 728 Price: 1583
2910, 1473412691.224923000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 729 Price: 1552
2911, 1473412691.333627000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 729 Price: 1552
2912, 1473412691.419529000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 729 Price: 1552
2913, 1473412691.594040000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 729 Price: 1552
2914, 1473412692.265424000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 730 Price: 1547
2915, 1473412692.467182000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 730 Price: 1547
2916, 1473412692.540885000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 730 Price: 1547
2917, 1473412692.547451000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 730 Price: 1547
2918, 1473412693.210002000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 731 Price: 1540
2919, 1473412693.347853000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 731 Price: 1540
2920, 1473412693.355238000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 731 Price: 1540
2921, 1473412693.406195000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 731 Price: 1540
2922, 1473412694.232980000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 732 Price: 1538
2923, 1473412694.405345000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 732 Price: 1538
2924, 1473412694.471988000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 732 Price: 1538
2925, 1473412694.500744000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 732 Price: 1538
2926, 1473412695.341792000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 733 Price: 1582
2927, 1473412695.434207000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 733 Price: 1582
2928, 1473412695.563926000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 733 Price: 1582
2929, 1473412695.570238000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 733 Price: 1582
2930, 1473412696.310597000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 734 Price: 1559
2931, 1473412696.322843000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 734 Price: 1559
2932, 1473412696.381559000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 734 Price: 1559
2933, 1473412696.488060000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 734 Price: 1559
2934, 1473412697.248060000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 735 Price: 1648
2935, 1473412697.407777000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 735 Price: 1648
2936, 1473412697.544461000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 735 Price: 1648
2937, 1473412697.546045000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 735 Price: 1648
2938, 1473412698.325853000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 736 Price: 1546
2939, 1473412698.334771000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 736 Price: 1546
2940, 1473412698.408467000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 736 Price: 1546
2941, 1473412698.518064000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 736 Price: 1546
2942, 1473412699.262808000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 737 Price: 1586
2943, 1473412699.263698000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 737 Price: 1586
2944, 1473412699.318825000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 737 Price: 1586
2945, 1473412699.439667000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 737 Price: 1586
2946, 1473412700.237838000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 738 Price: 1531
2947, 1473412700.312743000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 738 Price: 1531
2948, 1473412700.596232000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 738 Price: 1531
2949, 1473412700.600851000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 738 Price: 1531
2950, 1473412701.118366000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 739 Price: 1608
2951, 1473412701.395024000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 739 Price: 1608
2952, 1473412701.398959000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 739 Price: 1608
2953, 1473412701.581979000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 739 Price: 1608
2954, 1473412702.314147000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 740 Price: 1623
2955, 1473412702.338514000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 740 Price: 1623
2956, 1473412702.481142000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 740 Price: 1623
2957, 1473412702.524011000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 740 Price: 1623
2958, 1473412703.318332000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 741 Price: 1548
2959, 1473412703.385394000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 741 Price: 1548
2960, 1473412703.406578000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 741 Price: 1548
2961, 1473412703.484394000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 741 Price: 1548
2962, 1473412704.279151000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 742 Price: 1668
2963, 1473412704.394112000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 742 Price: 1668
2964, 1473412704.425464000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 742 Price: 1668
2965, 1473412704.459855000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 742 Price: 1668
2966, 1473412705.285958000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 743 Price: 1613
2967, 1473412705.338508000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 743 Price: 1613
2968, 1473412705.470737000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 743 Price: 1613
2969, 1473412705.509890000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 743 Price: 1613
2970, 1473412706.251044000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 744 Price: 1642
2971, 1473412706.341692000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 744 Price: 1642
2972, 1473412706.360364000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 744 Price: 1642
2973, 1473412707.187732000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 745 Price: 1635
2974, 1473412707.341398000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 745 Price: 1635
2975, 1473412707.366419000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 745 Price: 1635
2976, 1473412707.537029000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 745 Price: 1635
2977, 1473412708.309633000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 746 Price: 1669
2978, 1473412708.460020000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 746 Price: 1669
2979, 1473412708.504935000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 746 Price: 1669
2980, 1473412708.549848000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 746 Price: 1669
2981, 1473412709.469549000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 747 Price: 1660
2982, 1473412709.564036000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 747 Price: 1660
2983, 1473412709.565391000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 747 Price: 1660
2984, 1473412709.567968000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 747 Price: 1660
2985, 1473412710.396217000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 748 Price: 1589
2986, 1473412710.468658000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 748 Price: 1589
2987, 1473412710.488591000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 748 Price: 1589
2988, 1473412710.576821000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 748 Price: 1589
2989, 1473412711.394725000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 749 Price: 1518
2990, 1473412711.489022000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 749 Price: 1518
2991, 1473412711.565221000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 749 Price: 1518
2992, 1473412711.602198000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 749 Price: 1518
2993, 1473412712.105297000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 750 Price: 1538
2994, 1473412712.350749000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 750 Price: 1538
2995, 1473412712.422108000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 750 Price: 1538
2996, 1473412712.556673000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 750 Price: 1538
2997, 1473412713.234700000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 751 Price: 1612
2998, 1473412713.358011000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 751 Price: 1612
2999, 1473412713.526142000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 751 Price: 1612
3000, 1473412713.582530000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 751 Price: 1612
3001, 1473412714.133655000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 752 Price: 1550
3002, 1473412714.301751000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 752 Price: 1550
3003, 1473412714.323673000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 752 Price: 1550
3004, 1473412714.336251000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 752 Price: 1550
3005, 1473412715.364023000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03, 64, 10.10.10.3, 33000, 239.22.0.3, 51000, Symbol: APPL Seqno: 753 Price: 1690
3006, 1473412715.559896000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04, 64, 10.10.10.4, 33000, 239.22.0.4, 51000, Symbol: APPL Seqno: 753 Price: 1690
3007, 1473412715.581818000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01, 64, 10.10.10.1, 33000, 239.22.0.1, 51000, Symbol: APPL Seqno: 753 Price: 1690
3008, 1473412715.596619000, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02, 64, 10.10.10.2, 33000, 239.22.0.2, 51000, Symbol: APPL Seqno: 753 Price: 1690
